@relation R_data_frame

@attribute nonecholoc numeric
@attribute loc numeric
@attribute nmethods numeric
@attribute ccomdeep numeric
@attribute ccom numeric
@attribute nest numeric
@attribute hvol numeric
@attribute nIncomingCalls numeric
@attribute nIncomingCallsUniq numeric
@attribute nOutgoingInternCalls numeric
@attribute nOutgoingExternFlsCalled numeric
@attribute nOutgoingExternFlsCalledUniq numeric
@attribute nOutgoingExternCallsUniq numeric
@attribute IsVulnerable {no,yes}

@data
34,34,0,4,4,2,434.548236,0,0,0,32,26,76,no
19,19,0,7,7,1,187.505176,0,0,0,36,35,9,no
4,4,0,1,1,0,8.317766,0,0,0,0,0,0,no
57,57,0,16,16,3,875.19002,0,0,0,35,17,44,no
18,18,3,1,1,0,86.657606,8,4,0,1,1,1,no
27,27,1,1,1,0,95.006064,2,2,0,12,10,12,no
38,38,6,1,1,0,99.162467,8,4,0,1,1,1,no
42,42,5,2,2,1,319.891633,3,2,0,36,24,15,no
31,31,0,1,1,0,0,0,0,0,0,0,0,no
90,90,1,3,3,1,164.841871,0,0,0,10,10,2,no
11,11,0,1,1,0,5.545177,0,0,0,0,0,0,no
20,20,1,5,5,3,130.300207,0,0,0,62,56,9,no
182,185,0,56,56,5,3671.974716,0,0,0,100,75,84,no
492,492,0,118,118,7,7312.009608,0,0,0,51,35,85,no
52,53,0,13,13,4,716.510298,0,0,0,56,40,29,no
205,205,0,1,1,0,0,0,0,0,0,0,0,no
388,401,32,50,50,4,5621.017529,17,4,5,220,144,89,no
28,28,1,5,5,1,212.139637,9,9,0,38,32,20,no
283,305,0,60,60,7,4937.003359,0,0,0,96,45,154,no
50,50,0,14,14,3,659.189475,0,0,0,42,29,31,no
4,4,0,1,1,0,8.317766,0,0,0,0,0,0,no
102,111,0,27,27,5,1705.607902,0,0,0,60,25,71,no
24,24,3,1,1,0,147.221949,8,4,0,1,1,1,no
12,12,1,1,1,0,26.366695,2,2,0,5,4,3,no
34,34,6,1,1,0,87.829614,8,4,0,1,1,1,no
19,19,3,1,1,0,77.632484,3,2,0,24,23,5,no
12,12,0,1,1,0,5.545177,0,0,0,0,0,0,no
15,15,2,2,2,1,73.117355,0,0,0,5,4,4,no
8,8,0,1,1,0,5.545177,0,0,0,0,0,0,no
7,7,1,1,1,0,18.714974,0,0,0,1,1,1,no
66,66,1,19,19,7,738.034277,1,1,0,57,56,16,no
55,55,0,10,10,4,815.711086,0,0,0,58,39,30,no
34,34,0,1,1,0,0,0,0,0,0,0,0,no
136,136,13,19,19,3,1691.928436,0,0,0,60,39,27,no
263,265,12,37,37,8,3561.931289,8,3,7,54,23,100,no
98,98,2,17,17,2,1156.145111,15,15,0,100,79,70,no
43,43,0,2,2,1,162.483012,0,0,0,26,26,34,no
5,5,0,1,1,0,17.513191,0,0,0,0,0,0,no
33,33,0,4,4,1,323.536674,0,0,0,22,13,20,no
21,21,3,1,1,0,119.154209,8,4,0,1,1,1,no
1,1,0,1,1,0,0,0,0,0,0,0,0,no
50,50,1,2,2,1,266.956522,2,2,0,14,11,28,no
44,44,6,1,1,0,116.161747,8,4,0,1,1,1,no
90,90,9,3,3,1,908.634834,3,2,0,40,25,36,no
22,22,0,5,5,1,228.976116,0,0,0,18,9,16,no
25,25,2,2,2,1,156.774711,9,9,0,50,43,14,no
50,50,0,11,11,2,531.320369,0,0,0,32,15,35,no
30,30,1,6,6,4,203.807124,9,9,0,14,12,14,no
84,84,0,1,1,0,0,0,0,0,0,0,0,no
4,4,1,1,1,0,1.386294,0,0,0,0,0,0,no
42,42,3,5,5,1,273.55446,2,2,2,5,5,3,no
1901,1903,61,407,407,13,29739.572017,1104,983,35,126,87,293,no
14,14,1,2,2,1,47.213226,0,0,0,0,0,0,no
139,139,2,22,22,3,1223.65678,0,0,1,114,82,18,no
141,141,1,30,30,5,1505.011036,0,0,0,142,111,72,no
183,183,3,13,13,3,2176.988639,3,1,0,79,57,86,no
621,622,68,118,118,5,8634.019523,9,9,31,49,48,38,no
331,331,17,72,72,4,4482.102623,3,3,12,47,40,30,no
29,29,0,6,6,1,318.182188,0,0,0,19,9,20,no
63,63,0,18,18,3,803.768137,0,0,0,39,15,50,no
43,43,1,7,7,1,405.53146,9,9,0,14,10,25,no
27,27,0,7,7,2,257.424318,0,0,0,20,10,20,no
13,14,1,2,2,1,146.190476,0,0,0,11,8,9,no
46,49,1,5,5,2,810.619358,1,1,0,13,9,44,no
77,77,9,5,5,2,936.438972,37,37,5,52,49,38,no
69,69,8,9,9,3,904.008913,261,165,2,83,70,33,no
26,26,0,5,5,1,275.056121,0,0,0,21,9,20,no
40,40,0,8,8,2,478.678086,0,0,0,57,41,25,no
36,36,0,8,8,2,357.821307,0,0,0,49,38,23,no
194,194,0,1,1,0,0,0,0,0,0,0,0,no
231,231,18,46,46,6,2590.604897,1,1,0,116,65,70,no
597,598,61,71,71,4,8632.866872,103,25,17,339,235,172,no
30,30,0,8,8,1,318.729863,0,0,0,25,13,23,no
24,24,0,5,5,1,263.395929,0,0,0,20,9,18,no
42,42,1,6,6,1,309.791216,9,9,0,36,30,30,no
31,31,0,8,8,1,371.357207,0,0,0,28,14,25,no
1382,1388,141,155,155,5,22912.813922,10229,974,32,1352,1157,484,yes
140,140,9,13,13,4,633.023927,2,2,2,16,8,21,no
43,43,6,4,4,1,322.794797,560,559,2,1024,1022,6,no
194,194,12,18,18,3,1092.361963,1,1,2,37,25,32,no
250,250,19,40,40,4,2804.596605,88,75,7,32,28,36,no
145,145,18,30,30,4,1650.009403,653,595,11,58,53,17,no
52,52,4,12,12,5,512.899649,4,4,1,20,20,6,no
24,24,0,5,5,1,263.395929,0,0,0,22,12,18,no
275,275,9,46,46,7,5142.728607,8,2,1,71,42,127,no
29,29,0,6,6,1,311.189173,0,0,0,20,9,21,no
26,26,0,6,6,1,239.135777,0,0,0,22,12,19,no
4,4,0,1,1,0,8.317766,0,0,0,0,0,0,no
89,89,0,24,24,6,1143.208756,0,0,0,33,14,54,no
24,24,0,5,5,1,260.983028,0,0,0,19,9,18,no
23,23,0,2,2,1,252.764254,0,0,0,70,59,25,no
6,6,3,1,1,0,13.621371,95,94,0,0,0,0,no
9,9,0,1,1,0,0,0,0,0,0,0,0,no
227,227,5,27,27,4,2843.53782,651,645,0,71,47,53,no
104,104,5,15,15,2,1400.162642,0,0,4,26,16,50,no
19,19,0,1,1,0,0,0,0,0,0,0,0,no
303,303,16,67,67,6,3971.651732,661,648,11,158,116,73,no
7,7,0,1,1,0,25.328436,0,0,0,28,28,5,no
44,44,1,3,3,1,277.258872,9,9,0,20,16,30,no
41,41,0,5,5,3,514.578942,0,0,0,193,170,34,no
110,110,0,24,24,4,1925.204027,0,0,0,214,150,92,no
20,20,3,1,1,0,112.724499,8,4,0,1,1,1,no
2,2,0,1,1,0,3.295837,0,0,0,0,0,0,no
88,88,1,2,2,1,361.648716,2,2,0,15,10,38,no
66,66,6,1,1,0,135.994241,8,4,0,1,1,1,no
118,118,9,2,2,1,1272.625237,3,2,0,49,28,57,no
130,130,0,1,1,0,5.545177,0,0,0,0,0,0,no
23,23,0,1,1,0,5.545177,0,0,0,0,0,0,no
7,7,0,1,1,0,5.545177,0,0,0,0,0,0,no
5,5,1,1,1,0,5.545177,0,0,0,0,0,0,no
121,121,1,30,30,6,1424.129818,0,0,0,126,83,64,no
288,288,12,30,30,3,3188.59439,16,5,6,83,65,135,no
31,31,0,6,6,4,426.410508,0,0,0,140,105,33,no
24,24,0,2,2,1,285.757808,0,0,0,94,79,29,no
13,13,1,1,1,0,49.698133,0,0,0,7,6,5,no
16,16,2,1,1,0,61.558785,0,0,0,17,13,4,no
11,11,0,1,1,0,0,0,0,0,0,0,0,no
180,180,10,37,37,3,2461.673266,569,565,6,108,81,26,no
7,7,0,2,2,1,47.957905,0,0,0,25,25,4,no
24,24,1,2,2,1,197.750212,9,9,0,31,28,15,no
4,4,0,1,1,0,12.542316,0,0,0,0,0,0,no
4,4,1,1,1,0,8.04719,6,6,0,0,0,0,no
67,67,0,15,15,4,1155.152898,0,0,0,183,132,69,no
60,60,0,10,10,2,940.412119,0,0,0,118,89,62,no
130,130,0,27,27,5,2244.352897,0,0,0,213,139,103,no
33,33,2,3,3,1,276.224097,73,72,1,123,111,20,no
34,34,2,4,4,2,283.217112,73,72,1,123,112,20,no
45,45,7,3,3,2,241.099144,688,633,1,1029,1021,4,no
29,29,1,2,2,1,322.551557,4,4,0,49,47,18,no
37,37,5,1,1,0,158.315167,3,3,1,14,10,15,no
61,61,9,2,2,1,465.808411,3,3,1,29,16,21,no
11,11,2,1,1,0,23.350922,0,0,0,3,3,4,no
13,13,1,3,3,2,60.996952,0,0,0,12,10,5,no
203,203,5,17,17,4,1964.318772,1,1,4,96,67,56,no
30,30,1,2,2,1,267.166693,4,4,0,53,47,25,no
24,24,0,1,1,0,0,0,0,0,0,0,0,no
269,269,19,40,40,3,3846.222829,597,577,8,120,56,59,no
4,4,0,1,1,0,12.542316,0,0,0,0,0,0,no
32,32,2,4,4,1,288.454925,12,12,1,60,54,19,no
27,27,1,2,2,1,289.698824,4,4,0,51,48,16,no
36,36,5,1,1,0,149.786614,3,3,1,13,10,14,no
60,60,9,1,1,0,423.163263,3,3,1,29,16,20,no
11,11,2,1,1,0,23.350922,0,0,0,3,3,4,no
13,13,1,3,3,2,60.996952,0,0,0,12,10,5,no
69,69,4,8,8,3,684.309787,1,1,3,76,58,20,no
25,25,1,2,2,1,213.213607,4,4,0,48,44,19,no
6,6,0,1,1,0,0,0,0,0,0,0,0,no
210,210,16,28,28,3,2819.865596,590,574,5,110,54,48,no
4,4,0,1,1,0,12.542316,0,0,0,0,0,0,no
26,26,2,1,1,0,191.265147,12,12,1,53,50,14,no
12,12,9,1,1,0,76.113061,19,15,0,0,0,0,no
30,30,1,2,2,1,344.419713,4,4,0,52,49,19,no
40,40,5,1,1,0,170.493257,3,3,1,13,10,16,no
68,68,10,1,1,0,490.164113,3,3,1,29,16,24,no
11,11,2,1,1,0,23.350922,0,0,0,3,3,4,no
18,18,1,4,4,2,97.040605,0,0,0,12,10,8,no
99,99,4,12,12,3,1174.356767,1,1,3,86,63,29,no
56,56,1,6,6,2,707.643462,4,4,0,59,50,46,no
18,18,0,1,1,0,0,0,0,0,0,0,0,no
279,279,20,42,42,3,3938.088383,597,577,9,170,99,59,no
8,8,0,1,1,0,35.350506,0,0,0,25,25,8,no
4,4,0,1,1,0,12.542316,0,0,0,0,0,0,no
81,81,3,9,9,2,1208.946347,72,67,1,125,114,38,no
43,43,5,1,1,0,191.644632,3,3,1,13,10,18,no
77,77,11,1,1,0,575.966386,3,3,1,29,16,29,no
11,11,2,1,1,0,23.350922,0,0,0,3,3,4,no
19,19,1,4,4,2,108.13096,0,0,0,12,10,9,no
178,178,7,23,23,4,2298.443205,1,1,6,85,62,56,no
52,52,1,6,6,3,624.688799,4,4,0,55,47,33,no
13,13,0,1,1,0,0,0,0,0,0,0,0,no
302,302,19,49,49,5,4666.834163,599,578,8,124,59,67,no
4,4,0,1,1,0,12.542316,0,0,0,0,0,0,no
39,39,0,8,8,2,526.864635,0,0,0,68,51,30,no
230,230,0,1,1,0,0,0,0,0,0,0,0,no
682,682,21,132,132,7,11815.920357,1,1,1,212,134,219,no
1321,1321,98,196,196,5,18821.768697,3750,778,28,177,101,201,no
124,124,2,5,5,1,1280.346757,15,15,0,55,38,105,no
424,424,17,66,66,4,7354.731785,0,0,9,153,100,167,no
42,42,0,10,10,3,430.07043,0,0,0,31,27,38,no
206,206,0,47,47,5,3852.367194,0,0,0,217,143,150,no
42,42,2,4,4,2,358.351894,73,72,1,126,112,26,no
27,27,0,4,4,2,341.64863,0,0,0,73,56,31,no
24,24,0,2,2,1,166.181193,0,0,0,34,28,20,no
4,4,0,1,1,0,12.542316,0,0,0,0,0,0,no
353,353,0,60,60,5,5596.355969,0,0,0,160,103,278,no
65,65,0,16,16,4,759.392727,0,0,0,98,63,41,no
38,38,0,6,6,3,416.424772,0,0,0,36,17,26,no
42,42,3,6,6,2,389.221719,8,6,1,21,15,12,no
39,40,0,9,9,2,579.662619,0,0,0,55,38,39,no
55,55,0,12,12,2,732.614008,0,0,0,149,110,45,no
24,24,1,2,2,1,135.444193,9,9,0,38,32,20,no
82,83,0,16,16,4,1050.657419,0,0,0,58,40,55,no
123,135,10,23,23,2,1537.025768,12,7,4,41,20,32,no
18,18,6,2,2,1,44.36142,7,3,0,0,0,0,no
393,393,0,139,139,15,6738.085717,0,0,0,89,65,283,no
136,136,0,35,35,5,1677.771894,0,0,0,259,164,104,no
23,23,0,1,1,0,0,0,0,0,0,0,0,no
186,186,24,31,31,4,1751.927558,104,86,4,94,76,53,no
4,4,0,1,1,0,8.317766,0,0,0,0,0,0,no
21,21,0,2,2,1,231.281422,0,0,0,66,55,23,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
35,35,8,4,4,1,173.286795,83,79,0,81,56,8,no
4,4,0,1,1,0,8.317766,0,0,0,0,0,0,no
19,19,0,4,4,1,159.64673,0,0,0,61,52,16,no
24,24,0,1,1,0,0,0,0,0,0,0,0,no
164,164,20,14,14,4,1515.911421,101,85,2,73,56,101,no
4,4,0,1,1,0,8.317766,0,0,0,0,0,0,no
9,9,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
70,70,10,11,11,2,368.597611,88,82,0,58,48,16,no
4,4,0,1,1,0,8.317766,0,0,0,0,0,0,no
17,17,0,1,1,0,1.386294,0,0,0,0,0,0,no
23,23,0,1,1,0,0,0,0,0,0,0,0,no
240,240,23,34,34,2,2228.041357,193,176,6,211,138,77,no
22,22,0,4,4,2,223.257702,0,0,0,53,46,20,no
4,4,0,1,1,0,8.317766,0,0,0,0,0,0,no
9,9,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
64,64,10,11,11,2,368.597611,88,82,0,58,48,16,no
4,4,0,1,1,0,8.317766,0,0,0,0,0,0,no
48,48,0,8,8,2,524.211083,0,0,0,55,37,38,no
70,70,0,16,16,3,1211.839339,0,0,0,106,71,52,no
235,237,19,26,26,2,4085.49583,796,757,10,1175,1075,100,no
29,29,1,3,3,1,193.132549,9,9,0,39,32,22,no
33,35,0,8,8,1,336.85078,0,0,0,57,47,25,no
991,1044,123,142,142,6,13507.819189,3244,914,61,441,288,262,no
44,44,0,7,7,2,544.781739,0,0,0,104,86,30,no
37,37,1,3,3,1,322.516704,9,9,0,23,15,25,no
43,43,1,12,12,3,355.078614,0,0,1,35,34,17,no
42,42,3,6,6,3,327.382754,9,7,0,24,21,13,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
190,190,8,36,36,6,2289.76263,9,5,6,12,8,40,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
522,522,23,126,126,7,6575.503531,41,33,18,61,47,56,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
191,191,13,24,24,3,1957.546389,8,6,11,19,13,32,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
456,456,17,79,79,6,5961.85995,15,10,12,43,38,104,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
94,94,5,16,16,4,1000.023326,9,7,3,34,28,18,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
73,73,2,17,17,4,681.498169,7,7,0,24,23,20,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
28,28,2,3,3,2,160.734208,4,4,0,6,5,6,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
98,98,1,9,9,1,575.414741,1,1,0,0,0,0,no
484,484,30,74,74,5,6772.320368,13,9,19,82,65,114,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
51,51,7,12,12,2,388.162421,0,0,3,5,4,3,no
401,403,4,95,95,8,4470.131493,6,6,1,31,27,47,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
102,102,5,8,8,3,793.130406,10,7,1,8,7,11,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
939,939,27,115,115,14,14220.101494,25,14,20,51,45,104,no
6,6,0,1,1,0,0,0,0,0,0,0,0,no
409,411,40,71,71,4,5147.166816,95,55,12,177,128,80,no
69,70,0,13,13,3,1003.837064,0,0,0,139,93,52,no
50,50,1,3,3,1,433.31015,9,9,0,21,13,41,no
15,15,1,2,2,1,85.38873,9,9,0,29,28,6,no
149,155,0,27,27,3,2138.216097,0,0,0,94,55,67,no
49,49,1,8,8,1,673.73906,1,1,0,36,32,19,no
193,193,0,50,50,5,3118.722173,0,0,0,154,95,111,no
15,20,0,5,5,1,151.46108,0,0,0,6,5,9,no
35,35,2,1,1,0,149.181599,0,0,0,15,8,13,no
41,41,3,3,3,1,303.056625,0,0,0,29,15,15,no
95,95,3,16,16,3,1156.312663,73,72,1,117,109,60,no
292,292,4,58,58,5,5675.545169,206,177,1,105,76,182,no
79,79,1,20,20,3,709.53675,0,0,0,82,59,41,no
179,179,6,28,28,3,2509.039834,82,71,2,162,135,78,no
110,110,0,1,1,0,0,0,0,0,0,0,0,no
6,6,1,1,1,0,44.72832,0,0,0,1,1,1,no
1412,1412,68,283,283,6,25794.004038,190,47,46,338,158,283,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
4,4,0,1,1,0,13.621371,0,0,0,0,0,0,no
17,17,1,2,2,1,113.837826,1,1,0,1,1,1,no
251,251,6,49,49,6,3864.364374,82,71,2,166,138,109,no
7,7,0,1,1,0,0,0,0,0,0,0,0,no
6,6,1,1,1,0,44.72832,0,0,0,1,1,1,no
345,345,20,58,58,5,5386.482807,86,32,9,162,55,77,no
4,4,0,1,1,0,13.621371,0,0,0,0,0,0,no
4,4,0,1,1,0,13.621371,0,0,0,0,0,0,no
445,445,6,91,91,8,8140.846351,81,71,3,178,135,178,no
26,26,0,1,1,0,0,0,0,0,0,0,0,no
6,6,1,1,1,0,44.72832,0,0,0,1,1,1,no
237,237,12,46,46,5,3662.406394,68,32,4,156,87,73,no
12,12,2,1,1,0,19.709354,10,9,0,25,24,4,no
7,7,0,1,1,0,0,0,0,0,0,0,0,no
42,42,9,2,2,1,265.54379,61,39,1,10,7,6,no
204,204,9,27,27,4,3003.254777,232,183,6,242,169,129,no
11,11,1,1,1,0,40.76422,0,0,0,8,7,4,no
9,9,1,1,1,0,17.513191,0,0,0,2,2,1,no
34,34,3,2,2,1,224.116907,16,14,0,44,42,11,no
7,7,0,1,1,0,0,0,0,0,0,0,0,no
6,6,1,1,1,0,44.72832,0,0,0,1,1,1,no
100,100,9,9,9,2,1193.738219,65,27,4,95,45,23,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
23,23,2,1,1,0,83.949556,0,0,0,7,6,8,no
72,72,6,7,7,2,661.209976,1,1,0,89,60,22,no
21,21,1,5,5,3,158.20017,0,0,0,68,55,8,no
75,75,5,11,11,3,728.793332,83,71,1,108,102,25,no
14,14,0,1,1,0,0,0,0,0,0,0,0,no
6,6,1,1,1,0,44.72832,0,0,0,1,1,1,no
318,318,20,66,66,5,5138.465788,127,39,8,167,74,62,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
48,48,4,11,11,3,394.710102,206,180,2,114,106,10,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
38,38,6,3,3,2,236.51225,25,19,0,43,43,6,no
15,15,1,1,1,0,58.993835,0,0,0,9,8,6,no
55,55,4,5,5,2,512.167657,1,1,0,91,64,15,no
16,16,1,4,4,3,86.711153,0,0,0,101,92,5,no
249,253,5,75,75,7,4406.477591,206,180,2,156,138,95,no
36,36,0,1,1,0,0,0,0,0,0,0,0,no
558,568,20,96,96,8,8455.938982,107,44,12,150,59,80,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
22,22,2,1,1,0,63.337376,0,0,0,9,8,6,no
54,54,4,9,9,2,477.418303,1,1,0,42,31,11,no
45,45,1,9,9,3,485.89705,0,0,0,81,56,22,no
97,97,4,17,17,3,1064.468754,79,71,2,145,127,37,no
36,36,0,1,1,0,0,0,0,0,0,0,0,no
6,6,1,1,1,0,44.72832,0,0,0,1,1,1,no
333,333,20,60,60,3,5327.445223,120,40,8,154,71,65,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
22,22,2,1,1,0,96.329254,0,0,0,13,8,9,no
26,26,2,2,2,1,177.975191,0,0,0,27,15,9,no
35,35,1,7,7,3,261.892198,0,0,0,76,56,20,no
74,74,5,11,11,3,771.484172,82,71,2,115,104,21,no
67,67,0,1,1,0,0,0,0,0,0,0,0,no
6,6,1,1,1,0,44.72832,0,0,0,1,1,1,no
770,770,35,157,157,10,12775.039554,152,42,16,258,143,182,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
703,711,69,112,112,5,11673.487362,379,183,29,254,118,170,no
22,22,1,2,2,1,159.910205,1,1,0,8,8,4,no
53,53,4,1,1,0,318.668707,211,177,2,64,54,39,no
8,8,0,1,1,0,0,0,0,0,0,0,0,no
216,216,25,23,23,4,2455.619327,103,45,19,176,73,43,no
14,14,1,1,1,0,49.698133,0,0,0,7,6,5,no
35,35,3,3,3,1,266.651105,1,1,0,24,13,8,no
41,41,4,7,7,2,306.793366,80,71,1,122,121,14,no
9,9,0,1,1,0,0,0,0,0,0,0,0,no
201,201,13,40,40,6,2522.44651,59,34,5,85,42,28,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
15,15,1,1,1,0,58.993835,0,0,0,9,8,6,no
28,28,2,3,3,2,212.907207,0,0,0,26,15,8,no
64,64,4,10,10,3,601.569322,80,71,1,104,100,20,no
11,11,0,1,1,0,0,0,0,0,0,0,0,no
6,6,1,1,1,0,44.72832,0,0,0,1,1,1,no
211,221,18,40,40,5,3075.362308,88,31,9,137,52,55,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
15,15,1,1,1,0,58.993835,0,0,0,9,8,6,no
33,33,3,3,3,1,240.379104,1,1,0,26,15,10,no
59,59,3,4,4,1,505.571507,142,139,1,60,55,17,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
6,6,1,1,1,0,44.72832,0,0,0,1,1,1,no
185,185,14,23,23,3,2824.245298,108,38,5,115,51,41,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
6,6,1,1,1,0,4.394449,1,1,0,49,49,1,no
60,69,0,12,12,3,786.114156,0,0,0,50,33,32,no
308,308,12,42,42,4,3847.659999,586,571,4,66,37,39,no
56,56,0,9,9,2,618.586844,0,0,0,24,16,24,no
84,84,0,15,15,4,1146.764631,0,0,0,29,18,30,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
11,11,0,1,1,0,0,0,0,0,0,0,0,no
164,169,13,20,20,4,1801.286981,636,591,5,1171,1045,40,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
13,13,0,1,1,0,0,0,0,0,0,0,0,no
140,144,13,15,15,3,1400.138108,605,566,6,1082,1032,38,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
8,8,0,1,1,0,0,0,0,0,0,0,0,no
127,127,8,12,12,3,1316.814501,103,93,2,133,62,63,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
178,178,0,23,23,4,2160.358439,0,0,0,116,77,123,no
236,255,1,36,36,5,3616.919195,0,0,1,121,78,185,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
160,160,13,19,19,4,1671.272819,639,589,7,1137,1039,65,no
37,37,5,2,2,1,343.107854,602,583,1,1057,1033,7,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
173,219,0,20,20,5,2656.791954,0,0,0,137,57,104,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
13,13,0,1,1,0,0,0,0,0,0,0,0,no
128,128,13,22,22,5,1205.182169,664,614,3,1090,1039,38,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
18,18,0,1,1,0,0,0,0,0,0,0,0,no
180,180,16,23,23,3,1768.256927,651,590,5,1077,1030,59,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
116,116,8,14,14,2,924.946619,773,751,1,23,23,5,no
31,31,0,1,1,0,0,0,0,0,0,0,0,no
276,288,21,33,33,3,3068.197283,657,590,6,1082,1031,72,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
74,74,9,5,5,2,490.369358,625,584,3,1054,1020,16,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
870,870,61,155,155,7,12629.052951,1643,792,32,458,199,214,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
10,10,1,2,2,1,32.236191,0,0,0,19,19,1,no
9,9,0,1,1,0,0,0,0,0,0,0,0,no
117,117,5,13,13,4,1265.395137,20,13,1,127,58,62,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
134,134,0,34,34,5,1590.983715,0,0,0,198,145,87,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
6,6,0,1,1,0,0,0,0,0,0,0,0,no
79,79,11,3,3,1,538.512846,590,562,3,1083,1039,21,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
70,70,9,5,5,2,445.188116,663,613,3,1055,1021,15,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
10,10,1,2,2,1,32.236191,0,0,0,19,19,1,no
8,8,0,1,1,0,0,0,0,0,0,0,0,no
103,103,8,9,9,2,922.446201,579,562,4,1166,1063,32,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
167,167,1,23,23,4,1953.296631,0,0,0,179,61,77,yes
27,27,0,2,2,1,218.292468,0,0,0,16,14,15,no
707,707,40,156,156,6,12557.333458,1141,573,16,34,26,110,yes
10,10,0,1,1,0,0,0,0,0,0,0,0,no
7,7,0,1,1,0,0,0,0,0,0,0,0,no
73,73,8,5,5,2,503.273681,613,583,2,1051,1024,24,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
10,10,1,2,2,1,32.236191,0,0,0,19,19,1,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
70,70,5,13,13,3,705.73998,25,17,1,51,32,20,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
8,8,0,1,1,0,0,0,0,0,0,0,0,no
88,88,8,8,8,2,673.73906,617,583,3,1081,1040,18,no
314,314,6,86,86,4,2920.376476,2,1,4,2,2,1,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
10,10,1,2,2,1,32.236191,0,0,0,19,19,1,no
6,6,0,1,1,0,0,0,0,0,0,0,0,no
89,89,4,8,8,4,784.155533,20,13,1,105,54,40,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
15,15,0,1,1,0,0,0,0,0,0,0,0,no
121,121,8,17,17,4,1210.998711,613,585,1,1087,1044,45,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
46,46,8,2,2,1,237.762514,588,563,2,1039,1023,7,no
